Localization and mapping for guiding minimally invasive cardiac procedures	/m/0j8wx64						
Homological Dimensions in Commutative Algebra	/m/09p727q						
Langages et environnements en programmation par contraintes d'intervalles	/m/09q82h6						
Het interferentievlak bij de ringen van Newton en bij eenige andere verschijnselen	/m/09p72h2						
Mathematical Morphology, Extensions towards Computer Vision	/m/09pfcrf						
Representation of any Large Number as the Sum of Thirteen Squares of Positive Integers in Arithmetical Progression	/m/09qbqk4						
Subtype Satisfiability and Entailment	/m/09qgy_w						
The Hydro-Kinetic Theory of Liquid Helium II	/m/09pfdr3						
Essential Uses of Expressions in Set-Oriented Languages	/m/09km9qv						
Internal Symmetries, Dualities and Black Holes	/m/09pc6yb						
The Intersection Dold-Thom Theorem	/m/09qgmr3						
Dispersion Relations in Quantum Electrodynamics on the Noncommutative Minkowski Space	/m/09p79ls						
Issues in the Design of Distributed Shared Memory Systems	/m/09kjvp4						
Tools for Spatial and Non-Spatial Data Processing	/m/09qggp7						
Visueele meting van adaptatie en van de wederzijdsche beïnvloeding van netvlieselementen	/m/09p7_4_						
Face Model Extraction and Matching in Distinct Cameras	/m/09p7cbg						
A Higher Order Vortex-Lattice Method with a Force-Free Wake	/m/09qgdmw						
Boundary Conformal Fields and Tomita--Takesaki Theory	/m/09q8885						
Résolution du problème de transfert de chaleur par une approche TAC: application au traitement et à l'analyse des images	/m/09lm08k						
A Formalism for Concurrent Processes	/m/09pdfq0						
Parameter Estimation, Model Selection and Inferences in $L1$-Based Linear Regression	/m/09p7drf						
Computable Trees	/m/09qg_2n						
Weighted Composition Operators	/m/09p7fqz						
Existence of Chebyshev Quadrature for the Weight Function of xn	/m/09p7gc2						
Sum Formula for SL_2 over Imaginary Quadratic Number Fields	/m/09qfw8c						
Fluid Displacement in Rock Cores: A Study Based on Three-Dimensional X-Ray Microtomography Images	/m/09p7k4x						
A Radon-Nikodym Theorem for Vector Valued Measures	/m/09qfpt4						
Leveraged Levy Processes as Models for Stock Prices	/m/09p7lvt						
Inference for Time Series Models for Count Data	/m/09p7m03						
Hyperspace Graph of Connected Subgraphs	/m/09p7npm						
$L^P$ Estimates for Parabolic Oblique Derivative Problems	/m/09p7pdj						
On Toeplitz Operators on Quarter Plane with Matrix Valued Symbols	/m/09p7ppb						
A Framework for Computer-Supported Interpretation Systems	/m/09qfcf9						
Modeling, Simulating, and Controlling the Fluid Dynamics of Electro-Wetting on Dielectric	/m/09p7q_w						
Linear and Non-Linear Geometric Problems in Banach Spaces	/m/09p7qg5						
Quantum Entanglement in Strongly Correlated Systems	/m/09pc65q						
Material and Geometric Phase Transitions in Biological Membranes	/m/09llxdn						
Practical Distributed Source Coding and Its Application to the Compression of Encrypted Data	/m/09p7ygd						
Generating and Analyzing Synthetic Workloads Using Iterative Distillation	/m/09kjvv0						
Het etsen van koper door ijzerchloride	/m/09p7zwc						
Radiation from N2, CO, CH4 and C2H4 produced by Electron Impact	/m/09p80kt						
Link Activation Methods in Advanced Mobile Radio Networks	/m/09p80m6						
Surface Reconstruction from Noisy Point Clouds	/m/09p8840						
Parallel and High-Speed Data Compression	/m/09kjvzj						
Coherent Structures in the Dynamics of Perturbed Hamiltonian Systems	/m/09p8bg8						
A* Algebras and If-Then-Else Structures	/m/09p8g1n						
Making Computers Keep Secrets	/m/09p8h49						
Algorithms for Modeling and Simulation of Biological Systems; Applications to Gene Regulatory Networks	/m/09p8h8s						
Shape and Appearance Information Integration in Medical Image Analysis and Computer Vision	/m/09p8hc8						
Weak-Star Generators in the $ H^{infty }$ Quotient Algebras	/m/09llx2q						
Dedekind Cuts and Frink Ideals for Categories	/m/09p8hmn						
Absolute intensiteitsmetingen in het spectrum van chromosfeer en corona der zon, gedurende de totale verduistering op 29 Juni 1927	/m/09p8nb6						
Continuous Approach to the Lightning Discharge	/m/09p8nxd						
A New h-r Hybrid Moving Mesh - Level Set Method	/m/09p8q5q						
Effective Estimates for the Integral Solutions of Diophantine Equations of Multiplicative Type	/m/09pbt1p						
Point Process Models for Astronomy: Quasars, Coronal Mass Ejections, and Solar Flares	/m/09p8xvk						
Switched Systems with Delayed Feedback Control	/m/09qbs_1						
Trust Region Algorithms for Constrained Optimization	/m/09p91qv						
Optimizing and Implementing Repair Programs for Consistent Query Answering in Databases	/m/09p9358						
Some Aspects of Multivariate Analysis	/m/09kjx9l						
Priority Systems with Periodical Intensification	/m/09pc3_8						
Compact Operators on Trivial Dual Spaces	/m/09llr_t						
The Chern Classes of NK-Manifolds. Geometry of AK_2-Manifolds	/m/09kjxz_						
Chiral Color and Axigluons	/m/09pb80m						
New Techniques to Verify Timing Correctness of Integrated Circuits	/m/09pb_hs						
Results on Matroids, Blocking Systems, and Convex Sets	/m/09pbbk3						
The Effects of a Vortex Field on Flames with Finite Reaction Rates	/m/09pd1m6						
Computation of the Equivariant Cocycle of the Dirac Operator	/m/09pddz5						
The Use of Prosodics in the Automatic Recognition of Spoken English Numbers	/m/09pbhj1						
Commuting Triples of Matrices	/m/09qbw85						
The Proper Motion and the Distance of the Praesepe Cluster	/m/09pbj0k						
Operator Properties of Symmetric Spaces	/m/09pbklk						
Combinatorial Methods in the Study of Matrices and Matrix Spaces	/m/09pbnc3						
The Application of Cognitive Diagnosis and Computerized Adaptive Testing to a Large-Scale Assessment	/m/09pbp2g						
De invloed van cyclische deformatie op de torsiemodulus en de inwendige demping van zuiver koper	/m/09pfgm5						
On the Envelope Theory	/m/09llmmw						
Simple Homogeneous Subalgebras of Generalized Witt Algebras of Finite Rank	/m/09pc2_k						
Cosmological Solutions of Four Dimensional Low Energy Effective String Theory	/m/09pc0nl						
Theory of Differential Idealizer Modules (Portuguese)	/m/09lk_wf						
The Impact of Information Technology on Vertical Relationships	/m/09qb_xp						
Convexes compacts et espaces vectoriels ordonnés	/m/09lkx56						
Optimale Mehrmaschinenbelegung mit Variantenwahl am Beispiel der chemischen Chargenfertigung	/m/09q9kj6						
Selling Strategy under Capacity Constraint in Perishable Good Markets	/m/09qb_z2						
Kopositivitaet symmetrischer Matrizen auf polyhedralen Kegeln	/m/09pf84z						
Topics in the Model Theory of Abelian and Nilpotent Groups	/m/09lkb_8						
On Dependent Risks in Insurance and Reinsurance Portfolios	/m/09ll614						
Learning to Recognize Visual Concepts: Development and Implementation of a Method for Texture Concept Acquisition through Inductive Learning	/m/09pdby_						
Quelques Resultats sur la Commande du Chemostat	/m/09lkbrh						
Semantics Drinen Decompositions for the Verification of	/m/09llcrn						
Hierarchical Subspace Clustering	/m/09qbdf3						
Relative Geometric Inequalities	/m/09ll1rp						
Numerical Studies of Incompressible Richtmyer-Meshkov Instability in a Stratified Fluid	/m/09pj04y						
Limit Theorems for the Critical Branching Processes	/m/09kmcc0						
Studies in Semiclassical Quantization	/m/09lkcl9						
Decision Problems for Implementing Distributed Snapshots	/m/09llbtc						
Advanced Evolution of Helium Stars and Massive Close Binaries	/m/09pbt7l						
Methods in QCD and Nonperturbative Physics	/m/09lt1q5						
On the partial-Problem with Polynomial Weights and Levi-Degenerate Hypersurfaces in Complex Projective Spaces	/m/09q6f0t						
GMTAS Experiences Teaching Business Calculus	/m/09qkwgn						
Scanning Procedures for Nonlinear Mathematical Programming: Low-Dimensional Non-Convex Problems	/m/09qknsj						
Structuring Data via Behavioural Synthesis	/m/09qknjp						
Money wage dynamics and labor market equilibrium	/m/0hcg03x						
The Structure of Evolutionary Theory	/m/0g14x0					Evolution and the triumph of homology, or why history matters,Is uniformitarianism necessary?	
Venture-Backed Private Equity Valuation and Financial Statement Information	/m/0c1rpq3						
The Invisible Substrate of Information Science	/m/0cnwhrw						
State Structures and the Possibilities for Keynesian Responses to the Great Depression in Sweden Britain and the United States	/m/0dg7ltx						
Interference estimation in multicarrier systems	/m/0bqv9w9						
Institutional Causes of Delay in the Settlement of Legal Disputes	/m/0c1wbcw						
How Much Does the Market Value an imporvement in a Product Attribute?	/m/0c1rhvz						
Optical burst-mode transmission for metropolitan area networks	/m/0br30th						
The Superficial Masseter and Gape in Mammals	/m/0bnptfz					Evolutionary paleontology and the science of form	
Labour, Likud and the Oslo Peace Process, 1992-2000	/m/06lw5t_						
Variation in Land-Snail Shell Form and Size and its Causes: A Review	/m/0bnnggb					An evolutionary microcosm: Pleistocene and Recent history of the land snail P. (Poecilozonites) in Bermuda	
Stephen Jay Gould: An Appreciation	/m/0bnpsm3					The median isn't the message	
Perspectives on Racial Phenotypicality Bias	/m/0bnpt5b	10.1207/s15327957pspr0804_4				The geometer of race	
Does It All Add Up? Benchmarks and the Compensation of Active Portfolio Managers	/m/0c5qpdb						
Species selection: its range and power	/m/0bllj5z						
Preventing bird-window collisions	/m/064d0j7						
De draaglijke traagheid van het management: productie- en personeelsbeleid in de industrie	/m/05bmsfx		Jan Bundervoet				
Beam orientation optimization in intensity-modulated radiation therapy treatment planning	/m/0br7dvn						
The Executive Functions and Self-Regulation: An Evolutionary Neuropsychological Perspective	/m/0bnpvf7	10.1023/A:1009085417776				Exaptation: a crucial tool for an evolutionary psychology	
El grupo fundamental relativo teoria de Galois y localization	/m/09lmccd						
On the Solution of the Problem of Synthesis by Means of the Controllability Function	/m/09km7w0						
Weak Convergence of First-Rare-Event Times for Semi-Markov Processes	/m/09qg_8x						
Task-Level Strategies for Constrained Motion Control and Human Motion Synthesis	/m/09p7496						
Modeling and Testing Nonlinearity with Nonstationary Time Series	/m/09pg6lj						
Numerical Schemes for Some Linear and Nonlinear Problems	/m/09p7wmy						
Fenómenos de concentración en ecuaciones no lineales elípticas con exponente cuasi-crítico	/m/09lmbr2						
Curve and Surface Fitting with Spline Functions	/m/09q7pcb						
Nonlinear Behaviour of the Resistive Tearing Instability in Plasmas	/m/09q74yn						
Thermocapillary Flows in an Enclosure of Unit Order Aspect Ratio	/m/09qbjt5						
An IP Sampling Method for Web and Internet Mining	/m/09pblyz						
Mesures et densites des nombres premiers dans les suites recurrentes lineaires	/m/09pb95c						
Bayesian Semi Parametric Methods for Longitudinal Data: Applications to Modeling CD4 Counts and Womens Hormone Functioning over Repeated Cycles	/m/09km934						
Classification and Probabilistic Representation of the Positive Solutions of Delta u = u^2 in a Domain	/m/09ltl2g						
Medial Techniques for Automating Finite Element Analysis	/m/09q7xc6						
Approximation and Convergence of Space of Homogeneous Type. Analytical and Geometric Problems.	/m/09qjl7r						
Empirical Detectors for Spread Spectrum, Code Division Multiple Access Communication	/m/09kmcsp						
Fixed Structure LQ Design with Applications	/m/09ll2zd						
Chains of Minimal Generating Sets of Inseparable Fields	/m/09p70dl						
Reseaux de neurones et optimisation combinatoire	/m/09lmt45						
Exact Slopes of Test Statistics for the Multivariate Exponential Family	/m/09qjbhj						
A Set-Valued Integral	/m/09lk9z2						
Transport and Agglomeration of Dust Contaminant Particles in Reactive Ion Etch Reactors	/m/09qbfgr						
Handling Combinatorial Explosion in Software Testing	/m/09qkyc7						
Stochastic Differential Equations in Hilbert Spaces	/m/09ql74p						
On the Optimum Response of Third-Order Contactor Systems	/m/09qgrm8						
Optimization-Based Models and Algorithms for Routing and Scheduling with Time Window Constraints	/m/09p801l						
Box-Cox Transformation of the Covariate in Logistic Models	/m/09p6mx3						
Interactive Inspection of Volume Data	/m/09q89c0						
Classes of Locally Linearly Compact Algebras	/m/09q84t1						
On Mixing of Dynamical Systems	/m/09qbb0p						
Structures and Partial Computable Automorphisms	/m/09ltj2r						
Functional Singular Value Decomposition and MultiResolution Anomaly Detection Method	/m/09pc141						
Numerical Models for Water Waves and Internal Waves	/m/09pdgqf						
Registrierung und Diskussion erdmagnetischer Pulsationen	/m/09pd0r7						
Centralisers of Fundamental Subgroups	/m/09lmqxd						
Stroemungsversuche im rotierenden Laboratorium	/m/09pbzp3						
Search Algorithms for Cache Memory	/m/09lldbr						
Model-Based Control of Atomic Force Microscopes	/m/09ltbwp						
Identification Using Low Order Models	/m/09p6sk9						
Optimal Regulation of Finite Markov Chains	/m/09ql4g1						
Pattern Formation in Coupled Networks with Inhibition and Gap Junctions	/m/09q6h6s						
On Some Special Classes of Partially Ordered Linear Algebras	/m/09p8qyp						
Quasi-Group Extensions of Abelian Groups	/m/09q6ggg						
Aero-Optical Interaction Mechanisms and Resolution Robustness in Turbulence	/m/09qb2_f						
An Automatic Scheduler for Real-Time Vision Applications	/m/09kjvr_						
James Space On General Trees	/m/09p6pkw						
Model Adaptation for Image Coding	/m/09pf368						
Integral Equations of the Convolution Type	/m/09lkzbv						
The Effects of Curvature on Turbulent Mixing Layers	/m/09q734t						
An Empirical Study of the Power and Accuracy of Three Tests for Specific Clustering	/m/09p7jv2						
Modes of Iteration and Cryptanalysis of Hash Function	/m/09lqvj4						
Structuur en eigenschappen van dunne goudlagen	/m/09p7_b0						
Compressible Flow Simulation on Unstructured Grids Using Multi-Dimensional Upwind Schemes	/m/09pg7vm						
Solenoids of the van Dantzig Type	/m/09kjwdr						
Numerische Wertebereiche von durch stochastische Kerne bestimmten Operatoren auf Banach-RÃ¤umen von MaÃ~_en und ihre Anwendung auf ErgodizitÃ¤tsbetrachtungen von Markovketten	/m/09kjwf4						
The Density Distribution of the RR Lyrae-Type Variable Stars	/m/09pc2_y						
Classification of Certain Multiply Transitive Permutation Groups	/m/09p8xkb						
Uniform Approximation by Functions of Several Complex Variables	/m/09qgw62						
Component-Based Tracking	/m/09p8h6d						
Intersection of Algebraic Plane Curves/Some Results on the (Monic) Integer Transfinite Diameter	/m/09qkxzy						
Categories, Translation, and Linguistic Theory	/m/09qbvjs						
Studies on Interacting Binary Stellar Systems	/m/09pbpc6						
Compiling Dataflow Programs for Digital Signal Processing	/m/09ltbnv						
E(sub p) Space: Essentially a Product of C(sub p) Spaces	/m/09qgvx9						
The Local Area pi-Calculus	/m/09qhyyp						
Network Control Architectures in Wireless Communication and Mobile Computing: Power Control and Quality of Service Issues	/m/09kjwl0						
On the Existence of Quasiregular Mappings	/m/09p8ljh						
Preservice Teachers' Personal Epistemological Beliefs in Relation to Their Beliefs in the National Council of Teachers of Mathematics' Principles and Standards for School Mathematics	/m/09kjwyd						
Approximating Stationary Long Memory Process by an AR model with Application to Foreign Exchange Rate	/m/09q61py						
Statistical Analysis and Reverse Engineering of Large Biochemical Networks	/m/09p7c0x						
Convolution Algebras on R+	/m/09pg19z						
Un problème de rigidité pour une famille à un paramètre de 1-formes holomorphes	/m/09qgvhb						
On Central Configurations	/m/09kjxp7						
PROCOL: a Concurrent Object Language with Protocols, Delegation, Persistence and Constraints	/m/09q898k						
Regular Boundary-Value-Transmission Problem Containing Eigenparameter in One of the Boundary Conditions	/m/09pd2ml						
Improving Aviation Safety with Information Visualization: Airflow Hazard Display for Helicopter Pilots	/m/09p7041						
Die Hydrolyse von Eisen (III)	/m/09q9x3m						
FG: Improving Parallel Programs and Parallel Programming since 2003	/m/09p7sht						
Nominally 2-Dimensional Flow about a Normal Flat Plate	/m/09q6xkq						
Beiträge zur Theorie der $\\omega _{\\mu }$-metrischen Räume	/m/09kjxtq						
Optimal portfolio construction and active portfolio management including alternative investments	/m/09q9w2d						
Representation of Solutions of Equations with Areolare Derivatives	/m/09lqtqw						
Domain-Independent Local Search for Linear Integer Optimization	/m/09lkm1t						
Estimation of Algorithmic Complexity of Computable Models Classes	/m/09qj6mf						
Théorèmes d'annulation pour la cohomologie des fibrés vectoriels amples	/m/09pb_y9						
Nonlinear Potential Theory and Quasiregular Mappings on Riemannian Manifolds	/m/09p8ldl						
Motion Planning in Dynamic Domains	/m/09qggrb						
Optimal Sampling Design and Parameter Estimation of Gaussian Random Fields	/m/09pc113						
Valuation of Gas Swing Options Using an Extended Least Squares Monte Carlo Algorithm	/m/09ll2bt						
Specifying Computer Systems with Probabilistic Sequence Diagrams	/m/09qfxqs						
Bending of Rectangular Plates Having Forces in the Middle Plane of the Plate	/m/09qkkgc						
Interactive Visualization Techniques for Exploring Complex Geometric Models	/m/09pg0gp						
Steel Beam - Column Joints in Seismic Moment Resisting Frames	/m/09qfnyh						
Asymptotische Verteilung reeller Zahlen mod 1	/m/09kjxv3						
Ant Colony Optimization and its Application to Adaptive Routing in Telecommunication Networks	/m/09lk4b0						
Statistical Procedures Applicable in the Analysis of Bioassays when the Usual Assumptions Are Not Fulfilled	/m/09qjrbq						
Nanoscale Domain Stabilities on Solid Surfaces and Guided Self-Assembly	/m/09pb6y7						
Bin Completion Algorithms for Packing and Knapsack Problems	/m/09kjy5h						
Experimental Studies of High-Speed Dense Dusty Gases	/m/09q6tlh						
Recursive and Partial Automorphisms of Boolean Algebras	/m/09qjdbc						
Peristaltic Transport of a Heat-Conducting Fluid, Existence, Uniqueness, Stability, Asymptotic Expansion and Numerical Results	/m/09pbj0y						
Boundary Limits of Generalized Green Potentials on the until Ball Rn	/m/09lkd1x						
Comparison Principles for Fully-Nonlinear Parabolic Equations and Regularity Theory for Weak Solutions of Parabolic Systems in Carnot Groups	/m/09qbdx5						
On Primes which are of the Form x2 + 2y2 + 1	/m/09p7q1g						
Effects of a Magnetic Field on the Trace of the Heat Kernel for a Schrödinger Operator with a Potential Well	/m/09q65dk						
Estimation of Standard Errors in Some Multivariate Models with Missing Data	/m/09p6yj7						
How to Do What You Want to Do When You Can Not Do What You Want - On Avoiding and Completing Partial Latin Squares	/m/09p8mtk						
Matching Calculation and Massless Composite Particles	/m/09lt12m						
On Solving Some Optimization Problems in Stochastic and Integer Programming with Applications in Finance and Banking	/m/09lmh4w						
Riemann-Roch Theorem for Qyasi-Analytical Functions	/m/09p71bw						
Transmission Techniques for Multi-User MIMO Communications	/m/09p6vpq						
Eine Zerlegung von nichtkompakten 3-Mannigfaltigkeiten	/m/09p6x15						
Geometry of One-Dimensional Aggregates	/m/09pckp6						
Asymptotic Behavior of Convolutions of Centered Density on Lie Group of Polynomial Volume Growth	/m/09q9zst						
Rook Placements and Cellular Decomposition of Partition Varieties	/m/09pbvb4						
Homeomorphisms of the Circle and Fourier Series	/m/09ll26s						
A Nonparametric Regression Spectrum: Estimation, Asymptotic Properties and Data Analysis	/m/09qkrsb						
The Modeling and Optimal Control of the Spencer Gulf Prawn Fishery	/m/09ql4wc						
Interaction of High Frequency Electric Fields with Plasma	/m/09qbtk_						
Scale and Conformal Invariance in Field Theory	/m/09lt0zp						
Standard Bases of Some Non-Commutative Free Superalgebras	/m/09lkv32						
Dynamic Efficiency in Electricity Production in the U.S.	/m/09p8qjz						
Studies in Process Algebra, Algebraic Specifications and Parallelism	/m/09q6syt						
Ein Splitting-Algorithmus höherer Ordnung für die Navier-Stokes-Gleichung auf der Basis der Finite-Element-Methode	/m/09lm5d1						
A Drinfeld Analog of the Brownawell-Waldschmidt Theorem	/m/09pbqm9						
Planning with Continous Resources in Agent Systems	/m/09qgq18						
K-Theory of Uniform Roe Algebras	/m/09qkdn9						
Simultaneous Design of Communication Strategies and Control Policies in Stochastic Systems	/m/09qglq8						
Extension of Measure Preserving Actions of Subgroups onto Group	/m/09qb_8l						
Finite Difference Methods for a Singular Cauchy Problem	/m/09qb0d1						
Structural Properties of Finite and Infinite Dimensional Banach Spaces	/m/09lkm4r						
Adaptive Equalization for a Multipath Fading Channel in the Presence of Interference	/m/09lnb4v						
Third Order Likelihood Based Inference for the Log-Normal and the Weibull Models	/m/09qj0_r						
A Unified Credit Risk Model	/m/09pbx7d						
Issues in Autonomous Mobile Sensor Networks	/m/09pfhdq						
The Knowledge of Equivalent Fractions that Children in Grades 1, 2 and 3 Bring to Formal Instruction	/m/09p8n5b						
Volume Inequalities in Convex Geometry	/m/09lsskj						
Semiparametric Models for Mapping Quantitative Trait Loci in Experimental Design and Human Pedigrees	/m/09p7pjt						
Intersperse Coloring	/m/09pbm7s						
Development and Analysis of Techniques for Order Determination and Signal Enhancement	/m/09lmfrw						
Probabilistic Preference Modeling	/m/09ll_mw						
Multi-Dimensional Reflected Processes: Boundary Characterization and Applications to Stochastic Networks	/m/09q77tp						
Resource Discovery in Large-Scale Resource Sharing Environments	/m/09lkngx						
Analyse qualitative de solutions des équations de Yang-Mills-Dirac classiques	/m/09km6kk						
The Riemann Boundary Value Problem with an Infinite Index I the Classes of the Integrable Functions	/m/09lkzkp						
Gyro-Interaction of Microwaves in Gaseous Plasmas	/m/09q7674						
